Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5
,,,,,,,,4397,12167,6473,2106,2402,15407
,,,,,,,,4398,12803,6774,2198,2696,16010
,,,,,,,,4399,13977,7373,2282,2953,16752
,,,,,,,,4400,15234,7818,2409,3163,17957
,,,,,,,,4401,16467,7994,2573,3360,19216
,,,,,,,,4402,17664,8048,2742,3525,20427
,,,,,,,,4403,18472,8342,2892,3596,21304
,,,,,,,,4404,19314,8479,3024,3708,22294
,,,,,,,,4405,19844,8634,3141,3781,23038
,,,,,,,,4406,20067,8737,3210,3801,23312
,,,,,,,,4407,20133,8783,3251,3782,23542
,,,,,,,,4408,20126,8812,3263,3747,23491
,,,,,,,,4409,19893,8693,3220,3657,23048
,,,,,,,,4410,19416,8470,3136,3496,22500
,,,,,,,,4411,18753,8177,3032,3329,21895
,,,,,,,,4412,18015,7939,2938,3259,21130
,,,,,,,,4413,17644,7978,2898,3153,20814
,,,,,,,,4414,16458,7988,2752,2931,19598
,,,,,,,,4415,15103,7627,2535,2708,18195
,,,,,,,,4416,13998,7214,2347,2504,17055
,,,,,,,,4417,13188,6913,2220,2354,16205
,,,,,,,,4418,12648,6729,2144,2301,15740
,,,,,,,,4419,12327,6607,2097,2268,15504
,,,,,,,,4420,12280,6616,2091,2305,15516
,,,,,,,,4421,12633,6780,2140,2444,15916
,,,,,,,,4422,13220,7105,2223,2636,16507
,,,,,,,,4423,14269,7658,2298,2869,17147
,,,,,,,,4424,15412,8123,2431,3114,18241
,,,,,,,,4425,16629,8280,2594,3267,19529
,,,,,,,,4426,17667,8072,2767,3388,20885
,,,,,,,,4427,18437,8226,2907,3493,21694
,,,,,,,,4428,19341,8524,3039,3610,22705
,,,,,,,,4429,20034,8715,3154,3726,23608
,,,,,,,,4430,20367,8834,3231,3687,23970
,,,,,,,,4431,20482,8933,3266,3538,24126
,,,,,,,,4432,20440,8976,3274,3667,24037
,,,,,,,,4433,20176,8831,3224,3589,23634
,,,,,,,,4434,19637,8543,3128,3452,22785
,,,,,,,,4435,18787,8199,3015,3340,21911
,,,,,,,,4436,17909,7917,2895,3259,20904
,,,,,,,,4437,17442,7890,2843,3234,20416
,,,,,,,,4438,16433,7992,2705,3050,19278
,,,,,,,,4439,15215,7839,2524,2813,18048
,,,,,,,,4440,14124,7473,2349,2639,16904
,,,,,,,,4441,13252,7177,2219,2484,16057
,,,,,,,,4442,12597,6935,2133,2398,15459
,,,,,,,,4443,12134,6768,2076,2377,15055
,,,,,,,,4444,11877,6683,2053,2350,14852
,,,,,,,,4445,11827,6658,2060,2377,14857
,,,,,,,,4446,11676,6607,2062,2491,14710
,,,,,,,,4447,12296,6867,2086,2686,15037
,,,,,,,,4448,13542,7305,2226,2864,16449
,,,,,,,,4449,14900,7756,2410,3069,18161
,,,,,,,,4450,16238,8164,2604,3181,19841
,,,,,,,,4451,17283,8455,2764,3255,21030
,,,,,,,,4452,18228,8735,2910,3346,22123
,,,,,,,,4453,18801,8821,3008,3379,22807
,,,,,,,,4454,19085,8792,3066,3421,23080
,,,,,,,,4455,19281,8847,3093,3438,23188
,,,,,,,,4456,19388,8897,3101,3440,23125
,,,,,,,,4457,19225,8838,3087,3395,22829
,,,,,,,,4458,18698,8613,3003,3272,22080
,,,,,,,,4459,17920,8334,2870,3131,21284
,,,,,,,,4460,16906,8069,2736,3050,20238
,,,,,,,,4461,16304,8023,2669,2997,19657
,,,,,,,,4462,15510,7794,2563,2841,18816
,,,,,,,,4463,14705,7556,2437,2563,17963
,,,,,,,,4464,13677,7201,2283,2378,16869
,,,,,,,,4465,12867,6929,2164,2301,16040
,,,,,,,,4466,12279,6709,2084,2251,15483
,,,,,,,,4467,11925,6583,2039,2230,15097
,,,,,,,,4468,11847,6576,2030,2256,14988
,,,,,,,,4469,12175,6727,2077,2350,15291
,,,,,,,,4470,12688,6964,2148,2563,15780
,,,,,,,,4471,13920,7442,2234,2868,16583
,,,,,,,,4472,15381,7920,2397,3077,18100
,,,,,,,,4473,16787,8139,2578,3301,19744
,,,,,,,,4474,18058,8020,2764,3446,21309
,,,,,,,,4475,19045,8187,2917,3576,22545
,,,,,,,,4476,19954,8492,3061,3663,23756
,,,,,,,,4477,20543,8707,3175,3705,24521
,,,,,,,,4478,20885,8816,3253,3770,24767
,,,,,,,,4479,20975,8854,3299,3802,24926
,,,,,,,,4480,20988,8872,3333,3804,24835
,,,,,,,,4481,20757,8755,3308,3801,24475
,,,,,,,,4482,20293,8530,3190,3714,23788
,,,,,,,,4483,19647,8272,3057,3514,23108
,,,,,,,,4484,18810,8069,2934,3387,22222
,,,,,,,,4485,18342,8097,2881,3231,21729
,,,,,,,,4486,17144,8128,2724,2946,20388
,,,,,,,,4487,15735,7789,2515,2706,18860
,,,,,,,,4488,14550,7317,2323,2546,17579
,,,,,,,,4489,13735,7025,2190,2405,16697
,,,,,,,,4490,13124,6776,2104,2329,16055
,,,,,,,,4491,12717,6641,2050,2318,15627
,,,,,,,,4492,12553,6614,2039,2407,15468
,,,,,,,,4493,12794,6741,2087,2536,15740
,,,,,,,,4494,13248,6989,2154,2756,16137
,,,,,,,,4495,14381,7605,2230,3005,16881
,,,,,,,,4496,15760,8170,2393,3223,18373
,,,,,,,,4497,17134,8449,2572,3418,19973
,,,,,,,,4498,18536,8309,2754,3567,21523
,,,,,,,,4499,19506,8474,2908,3674,22740
,,,,,,,,4500,20368,8677,3058,3746,23940
,,,,,,,,4501,20930,8856,3173,3816,24736
,,,,,,,,4502,21108,8905,3248,3791,24966
,,,,,,,,4503,21135,8920,3287,3814,24985
,,,,,,,,4504,21086,8936,3292,3831,24811
,,,,,,,,4505,20793,8801,3260,3716,24316
,,,,,,,,4506,20238,8566,3170,3590,23401
,,,,,,,,4507,19528,8300,3047,3432,22562
,,,,,,,,4508,18631,8089,2922,3275,21647
,,,,,,,,4509,18136,8092,2874,3063,21165
,,,,,,,,4510,17068,8171,2744,2782,20081
,,,,,,,,4511,15787,7905,2563,2463,18734
,,,,,,,,4512,14688,7489,2379,2306,17561
,,,,,,,,4513,13735,7144,2234,2196,16542
,,,,,,,,4514,12936,6887,2131,2139,15917
,,,,,,,,4515,12406,6716,2063,2119,15484
,,,,,,,,4516,12055,6597,2027,2127,15244
,,,,,,,,4517,11982,6565,2026,2099,15295
,,,,,,,,4518,11880,6571,2028,2202,15266
,,,,,,,,4519,12629,6862,2037,2390,15434
,,,,,,,,4520,14110,7223,2179,2558,16292
,,,,,,,,4521,15676,7463,2364,2750,17444
,,,,,,,,4522,17260,7406,2576,2942,18626
,,,,,,,,4523,18385,7529,2742,3084,19592
,,,,,,,,4524,19251,7654,2899,3180,20672
,,,,,,,,4525,19806,7794,3006,3239,21332
,,,,,,,,4526,19993,7886,3084,3278,21560
,,,,,,,,4527,19997,7991,3053,3255,21595
,,,,,,,,4528,19927,8099,2981,3251,21517
,,,,,,,,4529,19630,8113,2875,3183,21211
,,,,,,,,4530,18987,7909,2748,3045,20519
,,,,,,,,4531,18205,7637,2664,2905,20069
,,,,,,,,4532,17461,7574,2609,2757,19594
,,,,,,,,4533,17029,7664,2599,2602,19345
,,,,,,,,4534,15989,7621,2500,2432,18399
,,,,,,,,4535,14807,7258,2353,2307,17188
,,,,,,,,4536,13716,6857,2200,2186,16201
,,,,,,,,4537,12993,6564,2088,2091,15428
,,,,,,,,4538,12361,6370,2009,2041,14901
,,,,,,,,4539,11922,6239,1957,2024,14529
,,,,,,,,4540,11710,6152,1930,2016,14328
,,,,,,,,4541,11666,6099,1931,2015,14335
,,,,,,,,4542,11557,5992,1937,2083,14205
,,,,,,,,4543,12007,6121,1937,2192,14453
,,,,,,,,4544,12980,6402,2051,2351,15491
,,,,,,,,4545,13979,6706,2198,2516,16825
,,,,,,,,4546,14848,7005,2371,2649,17991
,,,,,,,,4547,15568,7269,2511,2805,18954
,,,,,,,,4548,16314,7406,2663,2936,20147
,,,,,,,,4549,16757,7394,2773,2998,20889
,,,,,,,,4550,16957,7387,2841,3079,21108
,,,,,,,,4551,17045,7403,2883,3114,21106
,,,,,,,,4552,17005,7491,2907,3134,21078
,,,,,,,,4553,16801,7516,2896,3116,20931
,,,,,,,,4554,16405,7422,2832,3021,20411
,,,,,,,,4555,15934,7280,2740,2953,19990
,,,,,,,,4556,15487,7154,2683,2860,19632
,,,,,,,,4557,15313,7176,2665,2725,19414
,,,,,,,,4558,14343,6921,2554,2471,18390
,,,,,,,,4559,13197,6482,2380,2295,17041
,,,,,,,,4560,12316,6105,2210,2161,16015
,,,,,,,,4561,11752,5892,2114,2081,15453
,,,,,,,,4562,11393,5772,2055,2053,15035
,,,,,,,,4563,11289,5730,2025,2058,14797
,,,,,,,,4564,11370,5796,2037,2126,14846
,,,,,,,,4565,11900,6008,2103,2265,15345
,,,,,,,,4566,12547,6299,2212,2532,16030
,,,,,,,,4567,13521,6783,2283,2776,16643
,,,,,,,,4568,14409,7112,2382,2985,17786
,,,,,,,,4569,15322,7451,2516,3172,19032
,,,,,,,,4570,16108,7634,2668,3336,20324
,,,,,,,,4571,16711,7730,2801,3430,21342
,,,,,,,,4572,17202,7926,2908,3504,22372
,,,,,,,,4573,17493,8063,2973,3551,22968
,,,,,,,,4574,17635,8144,3026,3570,23121
,,,,,,,,4575,17726,8224,3068,3580,23071
,,,,,,,,4576,17815,8327,3094,3572,22649
,,,,,,,,4577,17627,8309,3063,3535,22113
,,,,,,,,4578,17107,8184,2959,3390,21205
,,,,,,,,4579,16437,7959,2837,3265,20314
,,,,,,,,4580,15841,7669,2748,3056,19765
,,,,,,,,4581,15586,7571,2700,2802,19469
,,,,,,,,4582,14542,7381,2557,2555,18377
,,,,,,,,4583,13271,6842,2358,2383,17067
,,,,,,,,4584,12231,6418,2189,2198,15999
,,,,,,,,4585,11581,6152,2087,2110,15359
,,,,,,,,4586,11118,5970,2025,2052,14948
,,,,,,,,4587,10895,5846,1983,2059,14699
,,,,,,,,4588,10925,5856,1994,2129,14751
,,,,,,,,4589,11404,6040,2048,2254,15199
,,,,,,,,4590,12023,6308,2139,2452,15843
,,,,,,,,4591,13108,6844,2215,2735,16455
,,,,,,,,4592,14103,7238,2298,2913,17442
,,,,,,,,4593,15128,7578,2398,3099,18507
,,,,,,,,4594,16231,7754,2525,3249,19671
,,,,,,,,4595,17069,7753,2625,3364,20501
,,,,,,,,4596,17803,7782,2732,3452,21263
,,,,,,,,4597,18308,7928,2822,3485,21769
,,,,,,,,4598,18628,8016,2892,3516,21789
,,,,,,,,4599,18762,8079,2943,3558,21766
,,,,,,,,4600,18790,8170,2972,3559,21320
,,,,,,,,4601,18617,8148,2962,3519,21131
,,,,,,,,4602,18152,8027,2895,3403,20749
,,,,,,,,4603,17355,7801,2785,3236,20165
,,,,,,,,4604,16536,7502,2704,3049,19698
,,,,,,,,4605,16036,7438,2655,2855,19496
,,,,,,,,4606,14781,7168,2534,2578,18379
,,,,,,,,4607,13335,6761,2343,2364,16951
,,,,,,,,4608,12242,6386,2172,2225,15898
,,,,,,,,4609,11554,6147,2061,2118,15180
,,,,,,,,4610,11095,5962,1993,2077,14769
,,,,,,,,4611,10795,5899,1959,2079,14527
,,,,,,,,4612,10848,5943,1965,2111,14594
,,,,,,,,4613,11281,6138,2026,2250,15025
,,,,,,,,4614,11871,6401,2125,2463,15652
,,,,,,,,4615,12870,6890,2208,2687,16313
,,,,,,,,4616,13815,7239,2306,2873,17336
,,,,,,,,4617,14829,7582,2414,3068,18466
,,,,,,,,4618,15863,7763,2534,3227,19651
,,,,,,,,4619,16751,7834,2639,3345,20578
,,,,,,,,4620,17645,7991,2739,3439,21490
,,,,,,,,4621,18377,8198,2821,3516,22195
,,,,,,,,4622,18912,8331,2873,3563,22366
,,,,,,,,4623,19263,8415,2920,3573,22545
,,,,,,,,4624,19495,8495,2937,3557,22436
,,,,,,,,4625,19365,8499,2930,3497,22072
,,,,,,,,4626,18860,8356,2876,3280,21684
,,,,,,,,4627,18056,8092,2794,2887,21151
,,,,,,,,4628,17162,7782,2708,3161,20441
,,,,,,,,4629,16726,7811,2674,2877,20023
,,,,,,,,4630,15438,7655,2542,2578,18722
,,,,,,,,4631,13987,7158,2350,2408,17331
,,,,,,,,4632,12886,6731,2178,2267,16192
,,,,,,,,4633,12064,6438,2069,2179,15489
,,,,,,,,4634,11541,6287,1996,2144,15028
,,,,,,,,4635,11254,6190,1959,2147,14723
,,,,,,,,4636,11229,6208,1959,2188,14727
,,,,,,,,4637,11651,6391,2021,2353,15138
,,,,,,,,4638,12233,6671,2115,2527,15755
,,,,,,,,4639,13237,7202,2193,2758,16454
,,,,,,,,4640,14321,7606,2296,2929,17576
,,,,,,,,4641,15634,7943,2426,3113,18851
,,,,,,,,4642,16875,7914,2575,3265,20082
,,,,,,,,4643,17912,8074,2700,3392,21013
,,,,,,,,4644,18771,8164,2808,3496,22005
,,,,,,,,4645,19370,8378,2903,3536,22701
,,,,,,,,4646,19609,8539,2972,3564,22887
,,,,,,,,4647,19564,8624,3028,3604,23049
,,,,,,,,4648,19472,8661,3083,3504,23076
,,,,,,,,4649,19198,8575,3087,3390,22803
,,,,,,,,4650,18634,8356,3034,3331,22212
,,,,,,,,4651,17959,8046,2936,3172,21640
,,,,,,,,4652,17237,7839,2814,3033,20869
,,,,,,,,4653,16868,7785,2771,2890,20506
,,,,,,,,4654,15687,7611,2630,2628,19217
,,,,,,,,4655,14321,7239,2423,2421,17673
,,,,,,,,4656,13244,6861,2232,2281,16476
,,,,,,,,4657,12430,6559,2119,2189,15680
,,,,,,,,4658,11910,6376,2029,2153,15178
,,,,,,,,4659,11590,6277,1980,2174,14855
,,,,,,,,4660,11565,6303,1975,2235,14788
,,,,,,,,4661,11944,6485,2027,2355,15153
,,,,,,,,4662,12516,6763,2119,2570,15720
,,,,,,,,4663,13492,7219,2202,2741,16324
,,,,,,,,4664,14352,7487,2330,2887,17530
,,,,,,,,4665,15207,7725,2490,3088,18762
,,,,,,,,4666,16058,7808,2653,3203,19910
,,,,,,,,4667,16737,7927,2781,3311,20820
,,,,,,,,4668,17256,8174,2891,3420,21797
,,,,,,,,4669,17655,8435,2993,3445,22508
,,,,,,,,4670,17799,8529,3060,3469,22807
,,,,,,,,4671,17963,8645,3098,3464,23028
,,,,,,,,4672,18039,8714,3107,3430,23018
,,,,,,,,4673,17794,8600,3064,3358,22506
,,,,,,,,4674,17239,8429,2981,3234,21578
,,,,,,,,4675,16545,8150,2873,3071,20806
,,,,,,,,4676,15776,7921,2771,2918,20067
,,,,,,,,4677,15402,7926,2724,2745,19688
,,,,,,,,4678,14468,7853,2595,2505,18621
,,,,,,,,4679,13267,7505,2418,2315,17328
,,,,,,,,4680,12228,7087,2240,2186,16132
,,,,,,,,4681,11498,6731,2112,2111,15249
,,,,,,,,4682,10945,6496,2020,2056,14691
,,,,,,,,4683,10612,6341,1960,2076,14317
,,,,,,,,4684,10502,6282,1932,2094,14137
,,,,,,,,4685,10617,6289,1936,2142,14189
,,,,,,,,4686,10683,6312,1953,2250,14190
,,,,,,,,4687,11316,6666,1974,2427,14509
,,,,,,,,4688,12450,7148,2118,2613,15575
,,,,,,,,4689,13792,7548,2301,2863,17022
,,,,,,,,4690,15116,7688,2506,3014,18436
,,,,,,,,4691,16149,7803,2663,3116,19508
,,,,,,,,4692,17037,8009,2802,3162,20541
,,,,,,,,4693,17677,8216,2896,3172,21176
,,,,,,,,4694,18083,8291,2935,3173,21331
,,,,,,,,4695,18300,8243,2979,3202,21448
,,,,,,,,4696,18435,8241,3011,3172,21461
,,,,,,,,4697,18271,8153,3002,3109,21193
,,,,,,,,4698,17696,7958,2928,3000,20319
,,,,,,,,4699,17115,7717,2821,2936,19675
,,,,,,,,4700,16475,7557,2716,2914,19168
,,,,,,,,4701,16145,7582,2664,2814,18821
,,,,,,,,4702,15172,7614,2536,2608,17762
,,,,,,,,4703,13999,7360,2366,2418,16488
,,,,,,,,4704,12888,6999,2187,2284,15452
,,,,,,,,4705,12112,6700,2073,2188,14711
,,,,,,,,4706,11477,6462,1985,2115,14171
,,,,,,,,4707,11041,6288,1924,2086,13778
,,,,,,,,4708,10798,6202,1887,2074,13564
,,,,,,,,4709,10704,6126,1879,2094,13565
,,,,,,,,4710,10535,6088,1877,2191,13440
,,,,,,,,4711,11135,6377,1884,2331,13694
,,,,,,,,4712,12349,6872,2022,2488,14608
,,,,,,,,4713,13654,7362,2186,2654,15837
,,,,,,,,4714,14957,7869,2369,2812,17039
,,,,,,,,4715,16020,8234,2505,3018,18146
,,,,,,,,4716,16975,8523,2629,3115,19352
,,,,,,,,4717,17703,8645,2730,3143,20229
,,,,,,,,4718,18103,8587,2800,3169,20890
,,,,,,,,4719,18410,8562,2833,3189,21281
,,,,,,,,4720,18661,8610,2845,3194,21519
,,,,,,,,4721,18637,8536,2810,3138,21416
,,,,,,,,4722,18143,8277,2731,3057,20778
,,,,,,,,4723,17658,8041,2652,2953,20240
,,,,,,,,4724,17069,8000,2596,2925,19731
,,,,,,,,4725,16708,8099,2572,2817,19574
,,,,,,,,4726,15635,7969,2454,2644,18404
,,,,,,,,4727,14373,7542,2274,2488,16986
,,,,,,,,4728,13292,7134,2102,2361,15919
,,,,,,,,4729,12613,6907,2007,2290,15277
,,,,,,,,4730,12128,6691,1947,2246,14862
,,,,,,,,4731,11853,6561,1912,2228,14624
,,,,,,,,4732,11872,6560,1922,2284,14664
,,,,,,,,4733,12331,6726,1985,2442,15121
,,,,,,,,4734,12926,7008,2083,2655,15790
,,,,,,,,4735,14107,7558,2171,2893,16481
,,,,,,,,4736,15418,7947,2313,3116,17733
,,,,,,,,4737,16561,8165,2472,3327,19015
,,,,,,,,4738,17710,8079,2658,3485,20404
,,,,,,,,4739,18487,8280,2821,3592,21419
,,,,,,,,4740,19168,8481,2971,3714,22486
,,,,,,,,4741,19742,8764,3098,3768,23374
,,,,,,,,4742,20056,8867,3191,3736,23762
,,,,,,,,4743,20269,8924,3238,3784,24032
,,,,,,,,4744,20391,8986,3228,3786,23988
,,,,,,,,4745,20241,8941,3154,3711,23714
,,,,,,,,4746,19802,8719,3049,3597,23144
,,,,,,,,4747,19141,8434,2924,3389,22354
,,,,,,,,4748,18363,8219,2819,3244,21563
,,,,,,,,4749,17956,8219,2783,3083,21236
,,,,,,,,4750,16692,8239,2638,2799,19916
,,,,,,,,4751,15271,7892,2425,2536,18327
,,,,,,,,4752,14169,7486,2238,2400,17090
,,,,,,,,4753,13364,7199,2123,2308,16284
,,,,,,,,4754,12852,6992,2056,2249,15744
,,,,,,,,4755,12513,6861,2012,2243,15417
,,,,,,,,4756,12467,6850,2013,2307,15355
,,,,,,,,4757,12872,7017,2072,2440,15745
,,,,,,,,4758,13466,7295,2169,2691,16332
,,,,,,,,4759,14622,7860,2251,2916,17012
,,,,,,,,4760,15892,8312,2385,3101,18376
,,,,,,,,4761,17055,8573,2547,3285,19795
,,,,,,,,4762,18139,8461,2721,3451,21201
,,,,,,,,4763,19007,8543,2860,3545,22242
,,,,,,,,4764,19826,8830,3013,3692,23348
,,,,,,,,4765,20366,9037,3132,3768,24172
,,,,,,,,4766,20734,9087,3201,3814,24573
,,,,,,,,4767,20942,9154,3230,3819,24863
,,,,,,,,4768,21007,9203,3231,3807,24878
,,,,,,,,4769,20746,9126,3203,3727,24596
,,,,,,,,4770,20289,8916,3125,3599,23933
,,,,,,,,4771,19588,8633,3019,3400,23198
,,,,,,,,4772,18780,8428,2915,3218,22345
,,,,,,,,4773,18416,8413,2873,3052,21931
,,,,,,,,4774,17227,8516,2726,2783,20585
,,,,,,,,4775,15866,8139,2511,2595,18999
,,,,,,,,4776,14781,7724,2321,2466,17775
,,,,,,,,4777,13962,7423,2192,2343,16949
,,,,,,,,4778,13400,7226,2112,2281,16398
,,,,,,,,4779,13067,7100,2064,2273,16022
,,,,,,,,4780,13043,7110,2059,2369,15987
,,,,,,,,4781,13433,7260,2113,2503,16365
,,,,,,,,4782,14031,7504,2206,2731,16946
,,,,,,,,4783,15112,7972,2287,2958,17669
,,,,,,,,4784,16323,8388,2433,3107,18988
,,,,,,,,4785,17489,8614,2610,3194,20396
,,,,,,,,4786,18760,8421,2792,3294,21830
,,,,,,,,4787,19744,8485,2954,3405,23037
,,,,,,,,4788,20587,8709,3104,3496,24219
,,,,,,,,4789,21231,8827,3224,3577,25075
,,,,,,,,4790,21518,8909,3297,3608,25440
,,,,,,,,4791,21587,8971,3333,3621,25665
,,,,,,,,4792,21529,9070,3327,3579,25620
,,,,,,,,4793,21260,9011,3257,3513,25262
,,,,,,,,4794,20781,8804,3158,3369,24589
,,,,,,,,4795,20105,8591,3051,3220,23902
,,,,,,,,4796,19234,8387,2941,3084,22908
,,,,,,,,4797,18793,8368,2895,3044,22433
,,,,,,,,4798,17580,8490,2750,2827,21135
,,,,,,,,4799,16205,8056,2536,2625,19578
,,,,,,,,4800,15108,7599,2350,2434,18381
,,,,,,,,4801,14360,7306,2222,2252,17532
,,,,,,,,4802,13695,7107,2141,2189,16948
,,,,,,,,4803,13275,6965,2083,2189,16537
,,,,,,,,4804,13165,6944,2077,2268,16482
,,,,,,,,4805,13577,7109,2127,2496,16900
,,,,,,,,4806,14120,7379,2217,2762,17472
,,,,,,,,4807,15070,7951,2295,2930,18144
,,,,,,,,4808,16138,8429,2449,3034,19535
,,,,,,,,4809,17232,8695,2629,3146,20992
,,,,,,,,4810,18387,8705,2819,3286,22448
,,,,,,,,4811,19165,8768,2981,3386,23614
,,,,,,,,4812,19922,9010,3124,3483,24850
,,,,,,,,4813,20378,9190,3249,3556,25613
,,,,,,,,4814,20622,9281,3340,3616,25804
,,,,,,,,4815,20688,9347,3390,3631,25834
,,,,,,,,4816,20651,9376,3402,3618,25475
,,,,,,,,4817,20320,9281,3364,3561,24949
,,,,,,,,4818,19867,9041,3272,3430,24015
,,,,,,,,4819,19166,8716,3166,3237,23237
,,,,,,,,4820,18381,8469,3054,3139,22309
,,,,,,,,4821,17885,8491,2990,3108,21684
,,,,,,,,4822,16635,8472,2832,2889,20433
,,,,,,,,4823,15294,8101,2615,2563,18914
,,,,,,,,4824,14189,7682,2415,2335,17673
,,,,,,,,4825,13337,7380,2281,2218,17004
,,,,,,,,4826,12661,7159,2201,2172,16435
,,,,,,,,4827,12296,7026,2148,2157,16126
,,,,,,,,4828,12219,7003,2135,2263,16085
,,,,,,,,4829,12525,7125,2178,2432,16458
,,,,,,,,4830,12956,7352,2255,2643,16989
,,,,,,,,4831,13910,7840,2322,2873,17629
,,,,,,,,4832,15003,8271,2481,3001,19055
,,,,,,,,4833,16187,8525,2670,3107,20623
,,,,,,,,4834,17276,8374,2869,3234,22237
,,,,,,,,4835,18106,8512,3030,3297,23455
,,,,,,,,4836,18824,8784,3193,3390,24695
,,,,,,,,4837,19381,9030,3327,3466,25605
,,,,,,,,4838,19708,9147,3413,3490,25868
,,,,,,,,4839,19903,9200,3451,3488,25870
,,,,,,,,4840,20003,9207,3448,3482,25550
,,,,,,,,4841,19795,9073,3378,3422,24993
,,,,,,,,4842,19238,8804,3250,3329,24164
,,,,,,,,4843,18445,8458,3120,3159,23492
,,,,,,,,4844,17625,8253,2996,3054,22610
,,,,,,,,4845,17119,8197,2928,2991,22040
,,,,,,,,4846,15884,8138,2796,2771,20864
,,,,,,,,4847,14537,7751,2605,2443,19452
,,,,,,,,4848,13333,7338,2417,2250,18144
,,,,,,,,4849,12316,7010,2277,2119,17147
,,,,,,,,4850,11618,6756,2170,2080,16428
,,,,,,,,4851,11192,6600,2104,2070,15871
,,,,,,,,4852,10971,6533,2069,2100,15535
,,,,,,,,4853,10979,6568,2070,2128,15464
,,,,,,,,4854,10935,6593,2081,2294,15371
,,,,,,,,4855,11548,6790,2093,2483,15649
,,,,,,,,4856,12663,7072,2251,2635,16816
,,,,,,,,4857,13926,7456,2452,2780,18344
,,,,,,,,4858,15225,7692,2679,2906,19845
,,,,,,,,4859,16240,7785,2862,2993,21050
,,,,,,,,4860,17156,7999,3035,3082,22292
,,,,,,,,4861,17880,8191,3164,3147,23114
,,,,,,,,4862,18356,8321,3243,3194,23433
,,,,,,,,4863,18812,8371,3292,3226,23539
,,,,,,,,4864,19084,8466,3310,3236,23539
,,,,,,,,4865,19059,8438,3275,3185,23305
,,,,,,,,4866,18534,8274,3178,3048,22581
,,,,,,,,4867,17945,8009,3072,2924,21931
,,,,,,,,4868,17262,7810,2976,2879,21367
,,,,,,,,4869,16722,7781,2919,2783,20860
,,,,,,,,4870,15549,7709,2776,2547,19694
,,,,,,,,4871,14346,7384,2596,2312,18270
,,,,,,,,4872,13262,7026,2417,2184,17118
,,,,,,,,4873,12428,6835,2287,2093,16336
,,,,,,,,4874,11747,6628,2179,2037,15729
,,,,,,,,4875,11325,6479,2108,1994,15293
,,,,,,,,4876,11065,6391,2063,2016,15040
,,,,,,,,4877,10981,6369,2052,2043,15042
,,,,,,,,4878,10771,6311,2048,2135,14882
,,,,,,,,4879,11249,6469,2048,2275,15303
,,,,,,,,4880,12554,6890,2169,2412,16541
,,,,,,,,4881,13996,7325,2333,2588,18116
,,,,,,,,4882,15451,7757,2516,2768,19425
,,,,,,,,4883,16589,8140,2673,2913,20459
,,,,,,,,4884,17672,8510,2838,3032,21710
,,,,,,,,4885,18504,8764,2967,3090,22586
,,,,,,,,4886,18989,8837,3062,3150,23019
,,,,,,,,4887,19348,8869,3114,3205,23267
,,,,,,,,4888,19625,8870,3142,3216,23401
,,,,,,,,4889,19667,8770,3131,3215,23296
,,,,,,,,4890,19240,8479,3064,3124,22603
,,,,,,,,4891,18818,8360,2976,3061,22098
,,,,,,,,4892,18181,8324,2912,2925,21611
,,,,,,,,4893,17702,8427,2883,2838,21244
,,,,,,,,4894,16520,8245,2742,2658,20137
,,,,,,,,4895,15189,7838,2551,2504,18690
,,,,,,,,4896,14043,7422,2362,2365,17623
,,,,,,,,4897,13312,7169,2250,2273,17037
,,,,,,,,4898,12739,6982,2170,2241,16453
,,,,,,,,4899,12390,6868,2125,2246,16147
,,,,,,,,4900,12363,6864,2122,2289,16151
,,,,,,,,4901,12800,7030,2177,2415,16598
,,,,,,,,4902,13371,7290,2265,2702,17233
,,,,,,,,4903,14496,7807,2334,2925,17896
,,,,,,,,4904,15905,8297,2473,3119,19258
,,,,,,,,4905,17254,8566,2645,3285,20717
,,,,,,,,4906,18633,8646,2827,3411,22144
,,,,,,,,4907,19672,8906,2977,3530,23165
,,,,,,,,4908,20613,9151,3108,3650,24246
,,,,,,,,4909,21189,9390,3211,3731,24878
,,,,,,,,4910,21520,9453,3286,3777,25050
,,,,,,,,4911,21645,9452,3332,3795,25140
,,,,,,,,4912,21633,9483,3348,3744,25001
,,,,,,,,4913,21443,9389,3290,3705,24643
,,,,,,,,4914,21016,9166,3174,3570,24002
,,,,,,,,4915,20369,8933,3052,3386,23296
,,,,,,,,4916,19650,8652,2948,3282,22624
,,,,,,,,4917,19140,8696,2906,3203,22206
,,,,,,,,4918,17826,8546,2754,2920,20993
,,,,,,,,4919,16491,8218,2541,2681,19455
,,,,,,,,4920,15426,7844,2346,2465,18227
,,,,,,,,4921,14708,7549,2226,2350,17458
,,,,,,,,4922,14121,7328,2154,2299,16903
,,,,,,,,4923,13744,7203,2104,2290,16531
,,,,,,,,4924,13689,7181,2099,2348,16465
,,,,,,,,4925,14087,7348,2156,2530,16852
,,,,,,,,4926,14630,7632,2246,2767,17449
,,,,,,,,4927,15617,8131,2322,2945,18044
,,,,,,,,4928,16745,8603,2456,3092,19339
,,,,,,,,4929,17855,8840,2625,3243,20689
