Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5
3500,1,1,1,3500,1,8760,8760,1,10182,4259,1762,1787,12305
,2,0.9,0.04,3000,,,,2,10016,4144,1719,1755,11963
,3,0.55,0.024,2200,,,,3,9946,4061,1679,1759,11696
,4,0.2,0.003,1100,,,,4,9975,4028,1657,1784,11535
,,,,,,,,5,10116,4052,1649,1823,11575
,,,,,,,,6,10368,4148,1673,1891,11868
,,,,,,,,7,10731,4306,1727,1969,12166
,,,,,,,,8,10896,4486,1777,2035,12710
,,,,,,,,9,10962,4530,1829,2110,13022
,,,,,,,,10,11112,4582,1863,2200,13201
,,,,,,,,11,11195,4580,1874,2267,13083
,,,,,,,,12,11198,4574,1872,2315,13191
,,,,,,,,13,11173,4583,1872,2360,13185
,,,,,,,,14,11047,4591,1850,2352,12981
,,,,,,,,15,10955,4570,1819,2373,12919
,,,,,,,,16,11065,4571,1810,2416,12973
,,,,,,,,17,11596,4740,1824,2537,13349
,,,,,,,,18,12628,5192,1927,2606,14313
,,,,,,,,19,13076,5369,2123,2631,15460
,,,,,,,,20,13024,5334,2178,2580,15515
,,,,,,,,21,12813,5244,2167,2471,15389
,,,,,,,,22,12534,5103,2143,2365,15051
,,,,,,,,23,12039,4855,2070,2240,14420
,,,,,,,,24,11534,4614,1969,2161,13738
,,,,,,,,25,11234,4461,1875,2088,13175
,,,,,,,,26,11114,4409,1834,2044,12912
,,,,,,,,27,11135,4399,1818,2055,12866
,,,,,,,,28,11331,4435,1830,2071,12936
,,,,,,,,29,11642,4517,1873,2119,13240
,,,,,,,,30,12216,4713,1970,2181,13957
,,,,,,,,31,12942,4989,2119,2300,14846
,,,,,,,,32,13295,5265,2218,2415,15676
,,,,,,,,33,13405,5335,2246,2499,15946
,,,,,,,,34,13600,5380,2247,2538,16121
,,,,,,,,35,13757,5429,2240,2562,15939
,,,,,,,,36,13645,5403,2200,2551,15811
,,,,,,,,37,13457,5216,2158,2534,15524
,,,,,,,,38,13224,5074,2100,2509,15166
,,,,,,,,39,13040,4954,2053,2511,14904
,,,,,,,,40,13119,4982,2033,2608,14925
,,,,,,,,41,13663,5193,2057,2815,15459
,,,,,,,,42,14655,5729,2194,2927,16837
,,,,,,,,43,15053,5905,2404,2902,17956
,,,,,,,,44,14789,5797,2439,2779,17902
,,,,,,,,45,14493,5708,2427,2699,17744
,,,,,,,,46,14038,5503,2384,2606,17315
,,,,,,,,47,13372,5178,2280,2428,16519
,,,,,,,,48,12820,4882,2153,2299,15703
,,,,,,,,49,12579,4696,2063,2220,15068
,,,,,,,,50,12512,4628,2024,2188,14866
,,,,,,,,51,12531,4617,2016,2186,14879
,,,,,,,,52,12723,4657,2040,2242,15056
,,,,,,,,53,13165,4806,2109,2328,15501
,,,,,,,,54,14041,5131,2273,2546,16737
,,,,,,,,55,15026,5689,2548,2735,18556
,,,,,,,,56,15538,6075,2674,2804,19309
,,,,,,,,57,15300,6014,2611,2791,18871
,,,,,,,,58,15021,5927,2498,2720,18288
,,,,,,,,59,14815,5869,2409,2679,17534
,,,,,,,,60,14416,5768,2325,2657,17104
,,,,,,,,61,14026,5623,2259,2615,16664
,,,,,,,,62,13700,5508,2203,2622,16229
,,,,,,,,63,13394,5402,2155,2614,15835
,,,,,,,,64,13335,5392,2132,2645,15740
,,,,,,,,65,13793,5494,2154,2758,16128
,,,,,,,,66,14772,5885,2275,2844,17247
,,,,,,,,67,14905,5938,2474,2780,18328
,,,,,,,,68,14582,5812,2494,2641,18240
,,,,,,,,69,14296,5660,2479,2502,18070
,,,,,,,,70,13702,5367,2412,2347,17396
,,,,,,,,71,12907,5010,2262,2208,16330
,,,,,,,,72,12186,4674,2097,2388,15320
,,,,,,,,73,11878,4456,1988,2319,14645
,,,,,,,,74,11736,4329,1929,2275,14347
,,,,,,,,75,11669,4295,1907,2309,14233
,,,,,,,,76,11749,4338,1913,2345,14298
,,,,,,,,77,12122,4458,1963,2429,14635
,,,,,,,,78,12937,4750,2109,2670,15694
,,,,,,,,79,14017,5353,2357,2877,17483
,,,,,,,,80,14419,5753,2479,2951,18102
,,,,,,,,81,14034,5636,2423,2926,17563
,,,,,,,,82,13686,5493,2332,2895,17126
,,,,,,,,83,13506,5449,2262,2851,16415
,,,,,,,,84,13177,5376,2198,2799,16066
,,,,,,,,85,12870,5261,2153,2784,15706
,,,,,,,,86,12665,5171,2119,2754,15411
,,,,,,,,87,12457,5094,2091,2787,15169
,,,,,,,,88,12461,5039,2074,2849,15135
,,,,,,,,89,12809,5104,2087,3020,15370
,,,,,,,,90,13766,5507,2175,3115,16336
,,,,,,,,91,14049,5624,2341,3079,17208
,,,,,,,,92,13813,5496,2353,2969,17116
,,,,,,,,93,13574,5375,2329,2850,16971
,,,,,,,,94,13028,5100,2271,2693,16434
,,,,,,,,95,12256,4718,2137,2524,15480
,,,,,,,,96,11641,4392,1986,2432,14581
,,,,,,,,97,11282,4230,1885,2373,13987
,,,,,,,,98,11114,4183,1834,2318,13762
,,,,,,,,99,11087,4199,1818,2306,13748
,,,,,,,,100,11214,4252,1827,2337,13793
,,,,,,,,101,11600,4405,1881,2448,14232
,,,,,,,,102,12446,4742,2029,2665,15373
,,,,,,,,103,13633,5321,2278,2848,16997
,,,,,,,,104,14043,5702,2413,2916,17854
,,,,,,,,105,13639,5549,2367,2861,17404
,,,,,,,,106,13183,5388,2288,2804,16863
,,,,,,,,107,13022,5293,2229,2787,16128
,,,,,,,,108,12687,5200,2178,2760,15779
,,,,,,,,109,12393,5104,2136,2758,15522
,,,,,,,,110,12188,5064,2106,2750,15170
,,,,,,,,111,11981,4986,2080,2745,14982
,,,,,,,,112,11897,4953,2061,2755,14832
,,,,,,,,113,12165,5009,2072,2920,14980
,,,,,,,,114,13009,5264,2147,3031,15861
,,,,,,,,115,13294,5365,2303,2970,16688
,,,,,,,,116,13019,5261,2310,2894,16639
,,,,,,,,117,12718,5160,2281,2786,16511
,,,,,,,,118,12127,4907,2216,2631,15973
,,,,,,,,119,11334,4552,2083,2458,15100
,,,,,,,,120,10643,4228,1934,2266,14188
,,,,,,,,121,10304,4018,1824,2172,13462
,,,,,,,,122,10162,3920,1762,2157,13123
,,,,,,,,123,10135,3898,1733,2168,13017
,,,,,,,,124,10305,3942,1735,2194,13034
,,,,,,,,125,10703,4077,1770,2333,13384
,,,,,,,,126,11584,4406,1888,2541,14360
,,,,,,,,127,12776,4985,2105,2745,15690
,,,,,,,,128,13238,5366,2244,2830,16500
,,,,,,,,129,12930,5280,2215,2819,16175
,,,,,,,,130,12693,5157,2170,2785,15951
,,,,,,,,131,12559,5123,2148,2764,15454
,,,,,,,,132,12345,5129,2115,2742,15230
,,,,,,,,133,12121,5083,2090,2728,14949
,,,,,,,,134,11955,5088,2075,2731,14783
,,,,,,,,135,11779,5027,2059,2724,14591
,,,,,,,,136,11690,5006,2046,2797,14472
,,,,,,,,137,11956,5132,2048,2898,14508
,,,,,,,,138,12681,5416,2088,2974,15087
,,,,,,,,139,12789,5458,2202,2938,15581
,,,,,,,,140,12472,5333,2178,2850,15258
,,,,,,,,141,12217,5249,2129,2740,14949
,,,,,,,,142,11825,5045,2083,2589,14612
,,,,,,,,143,11327,4770,1992,2412,13987
,,,,,,,,144,10774,4506,1868,2294,13248
,,,,,,,,145,10482,4331,1760,2245,12545
,,,,,,,,146,10275,4229,1689,2191,12159
,,,,,,,,147,10257,4200,1643,2174,11946
,,,,,,,,148,10375,4225,1635,2193,11842
,,,,,,,,149,10581,4296,1653,2238,11921
,,,,,,,,150,11017,4462,1704,2362,12346
,,,,,,,,151,11629,4708,1798,2503,12877
,,,,,,,,152,12025,4954,1892,2576,13619
,,,,,,,,153,12147,5052,1965,2638,13978
,,,,,,,,154,12254,5142,2023,2655,14314
,,,,,,,,155,12219,5171,2045,2638,14335
,,,,,,,,156,11994,5108,2043,2613,14386
,,,,,,,,157,11743,4981,2030,2578,14226
,,,,,,,,158,11502,4897,2002,2563,13969
,,,,,,,,159,11357,4808,1973,2559,13899
,,,,,,,,160,11418,4813,1963,2582,13873
,,,,,,,,161,11821,4927,1968,2736,14077
,,,,,,,,162,12624,5213,2027,2830,14723
,,,,,,,,163,12841,5295,2163,2831,15587
,,,,,,,,164,12694,5222,2187,2767,15383
,,,,,,,,165,12478,5131,2152,2664,15135
,,,,,,,,166,12142,4971,2096,2545,14676
,,,,,,,,167,11632,4714,2014,2406,13973
,,,,,,,,168,11135,4469,1901,2286,13169
,,,,,,,,169,10847,4296,1792,2218,12468
,,,,,,,,170,10707,4188,1726,2165,12016
,,,,,,,,171,10652,4135,1691,2156,11755
,,,,,,,,172,10687,4122,1679,2164,11628
,,,,,,,,173,10830,4153,1683,2188,11627
,,,,,,,,174,11113,4245,1715,2275,11911
,,,,,,,,175,11553,4394,1789,2370,12250
,,,,,,,,176,11829,4593,1865,2477,12944
,,,,,,,,177,11955,4696,1939,2522,13465
,,,,,,,,178,12093,4766,1993,2530,13884
,,,,,,,,179,12124,4754,2010,2517,13892
,,,,,,,,180,11973,4749,2014,2512,14037
,,,,,,,,181,11891,4728,2028,2503,14224
,,,,,,,,182,11733,4632,2027,2497,14209
,,,,,,,,183,11563,4541,2007,2527,14253
,,,,,,,,184,11640,4524,2014,2612,14364
,,,,,,,,185,12071,4646,2032,2757,14676
,,,,,,,,186,13030,5057,2126,2869,15479
,,,,,,,,187,13409,5279,2266,2868,16276
,,,,,,,,188,13347,5297,2297,2823,16133
,,,,,,,,189,13089,5220,2252,2693,15864
,,,,,,,,190,12624,5041,2175,2500,15219
,,,,,,,,191,11963,4743,2045,2361,14242
,,,,,,,,192,11379,4468,1905,2262,13249
,,,,,,,,193,11104,4296,1788,2229,12641
,,,,,,,,194,11039,4243,1731,2169,12342
,,,,,,,,195,11118,4239,1709,2189,12269
,,,,,,,,196,11348,4286,1712,2228,12328
,,,,,,,,197,11865,4431,1757,2346,12685
,,,,,,,,198,12875,4786,1891,2554,13773
,,,,,,,,199,14198,5426,2142,2814,15504
,,,,,,,,200,14745,5860,2311,2885,16475
,,,,,,,,201,14408,5704,2316,2866,16439
,,,,,,,,202,14075,5541,2314,2820,16569
,,,,,,,,203,13779,5445,2326,2776,16341
,,,,,,,,204,13341,5334,2329,2750,16384
,,,,,,,,205,12999,5188,2321,2719,16300
,,,,,,,,206,12761,5074,2316,2727,16148
,,,,,,,,207,12486,4966,2293,2755,15993
,,,,,,,,208,12410,4920,2279,2823,16019
,,,,,,,,209,12796,5039,2306,2968,16405
,,,,,,,,210,13794,5442,2399,3067,17302
,,,,,,,,211,14153,5608,2523,3011,17784
,,,,,,,,212,13902,5500,2512,2909,17414
,,,,,,,,213,13656,5388,2460,2825,16999
,,,,,,,,214,13137,5121,2373,2633,16273
,,,,,,,,215,12411,4761,2214,2454,15123
,,,,,,,,216,11796,4440,2052,2314,14066
,,,,,,,,217,11507,4270,1939,2244,13276
,,,,,,,,218,11387,4204,1876,2235,12885
,,,,,,,,219,11401,4182,1855,2234,12751
,,,,,,,,220,11553,4229,1859,2285,12766
,,,,,,,,221,11996,4371,1912,2396,13050
,,,,,,,,222,12901,4721,2052,2600,14022
,,,,,,,,223,14145,5364,2321,2829,15593
,,,,,,,,224,14608,5756,2484,2895,16459
,,,,,,,,225,14243,5588,2459,2859,16438
,,,,,,,,226,13839,5397,2419,2813,16581
,,,,,,,,227,13506,5295,2397,2756,16538
,,,,,,,,228,13133,5180,2365,2731,16653
,,,,,,,,229,12794,5055,2327,2706,16571
,,,,,,,,230,12572,5007,2303,2709,16464
,,,,,,,,231,12364,4932,2277,2736,16372
,,,,,,,,232,12305,4883,2263,2794,16466
,,,,,,,,233,12596,4955,2278,2927,16741
,,,,,,,,234,13497,5283,2363,3001,17473
,,,,,,,,235,13854,5464,2517,2977,18011
,,,,,,,,236,13601,5347,2524,2889,17711
,,,,,,,,237,13370,5225,2493,2758,17380
,,,,,,,,238,12889,4961,2410,2620,16627
,,,,,,,,239,12147,4621,2255,2488,15499
,,,,,,,,240,11531,4316,2093,2381,14557
,,,,,,,,241,11172,4154,1986,2299,13895
,,,,,,,,242,11047,4074,1934,2261,13533
,,,,,,,,243,11026,4057,1921,2278,13428
,,,,,,,,244,11120,4112,1937,2323,13468
,,,,,,,,245,11522,4245,1995,2464,13793
,,,,,,,,246,12425,4603,2146,2714,14890
,,,,,,,,247,13703,5268,2404,2984,16588
,,,,,,,,248,14263,5713,2548,3088,17459
,,,,,,,,249,13978,5665,2469,3048,16988
,,,,,,,,250,13698,5698,2352,3002,16582
,,,,,,,,251,13585,5767,2268,2996,15933
,,,,,,,,252,13402,5807,2203,3006,15653
,,,,,,,,253,13274,5830,2149,3029,15394
,,,,,,,,254,13227,5887,2119,3036,15217
,,,,,,,,255,13194,5924,2093,3071,15087
,,,,,,,,256,13513,5998,2086,3141,15189
,,,,,,,,257,14085,6206,2109,3315,15670
,,,,,,,,258,14996,6554,2186,3382,16737
,,,,,,,,259,15170,6604,2352,3333,17536
,,,,,,,,260,14959,6462,2371,3237,17520
,,,,,,,,261,14709,6295,2359,3110,17523
,,,,,,,,262,14184,5953,2302,2952,17021
,,,,,,,,263,13403,5545,2179,2758,16071
,,,,,,,,264,12802,5215,2028,2616,15162
,,,,,,,,265,12632,5049,1932,2548,14052
,,,,,,,,266,12578,4989,1907,2491,13857
,,,,,,,,267,12610,4998,1910,2503,13883
,,,,,,,,268,12823,5068,1945,2542,14034
,,,,,,,,269,13290,5205,2025,2676,14549
,,,,,,,,270,14220,5563,2207,2906,15884
,,,,,,,,271,15376,6223,2509,3184,17884
,,,,,,,,272,16146,6711,2681,3281,18837
,,,,,,,,273,16170,6611,2638,3256,18592
,,,,,,,,274,16279,6620,2597,3207,18648
,,,,,,,,275,16358,6635,2564,3167,18359
,,,,,,,,276,16272,6607,2514,3172,18281
,,,,,,,,277,16196,6506,2470,3165,18096
,,,,,,,,278,16111,6447,2429,3172,17899
,,,,,,,,279,16002,6390,2398,3202,17686
,,,,,,,,280,16026,6352,2394,3251,17757
,,,,,,,,281,16351,6454,2450,3361,18172
,,,,,,,,282,17070,6750,2584,3427,19162
,,,,,,,,283,17134,6827,2778,3374,20167
,,,,,,,,284,16784,6668,2801,3255,20032
,,,,,,,,285,16424,6522,2790,3144,19815
,,,,,,,,286,15770,6194,2725,2988,19076
,,,,,,,,287,14984,5775,2575,2831,17984
,,,,,,,,288,14319,5426,2413,2727,17042
,,,,,,,,289,13991,5234,2307,2637,16473
,,,,,,,,290,13828,5154,2258,2603,16203
,,,,,,,,291,13763,5122,2239,2558,16128
,,,,,,,,292,13854,5135,2248,2586,16186
,,,,,,,,293,14208,5243,2297,2706,16445
,,,,,,,,294,15023,5554,2449,2950,17473
,,,,,,,,295,16003,6177,2735,3209,19712
,,,,,,,,296,16583,6619,2863,3293,20330
,,,,,,,,297,16387,6432,2772,3216,19465
,,,,,,,,298,16146,6195,2639,3188,18868
,,,,,,,,299,15853,6070,2518,3118,18095
,,,,,,,,300,15396,5959,2397,3112,17531
,,,,,,,,301,14948,5818,2309,3072,16996
,,,,,,,,302,14592,5728,2238,3051,16479
,,,,,,,,303,14219,5634,2168,3030,16045
,,,,,,,,304,14100,5622,2130,3068,15911
,,,,,,,,305,14399,5724,2139,3197,16194
,,,,,,,,306,15202,5974,2226,3273,16870
,,,,,,,,307,15364,6082,2412,3193,17954
,,,,,,,,308,15085,5929,2451,3090,17886
,,,,,,,,309,14864,5789,2454,2982,17844
,,,,,,,,310,14457,5555,2430,2825,17424
,,,,,,,,311,13879,5243,2343,2668,16706
,,,,,,,,312,13253,4929,2232,2551,15912
,,,,,,,,313,12920,4728,2147,2470,15136
,,,,,,,,314,12649,4600,2097,2411,14833
,,,,,,,,315,12556,4548,2075,2403,14655
,,,,,,,,316,12539,4538,2083,2401,14607
,,,,,,,,317,12649,4581,2119,2433,14748
,,,,,,,,318,12923,4715,2191,2523,15234
,,,,,,,,319,13445,4930,2321,2640,16297
,,,,,,,,320,13753,5196,2421,2742,16788
,,,,,,,,321,13840,5319,2446,2822,16571
,,,,,,,,322,13863,5394,2382,2828,16269
,,,,,,,,323,13745,5324,2287,2817,15661
,,,,,,,,324,13363,5212,2194,2757,15285
,,,,,,,,325,12953,5054,2104,2737,14798
,,,,,,,,326,12601,4890,2031,2706,14298
,,,,,,,,327,12334,4773,1968,2716,14088
,,,,,,,,328,12262,4729,1940,2755,14021
,,,,,,,,329,12534,4821,1939,2852,14139
,,,,,,,,330,13321,5160,2004,2979,14831
,,,,,,,,331,13816,5394,2175,2963,16086
,,,,,,,,332,13775,5375,2222,2903,16148
,,,,,,,,333,13611,5325,2225,2798,16207
,,,,,,,,334,13355,5187,2200,2667,15925
,,,,,,,,335,12862,4932,2135,2523,15312
,,,,,,,,336,12366,4665,2042,2428,14677
,,,,,,,,337,12023,4458,1957,2373,14106
,,,,,,,,338,11820,4350,1910,2326,13870
,,,,,,,,339,11851,4308,1893,2303,13798
,,,,,,,,340,11895,4308,1900,2277,13763
,,,,,,,,341,12020,4335,1921,2325,13943
,,,,,,,,342,12332,4440,1977,2419,14418
,,,,,,,,343,12759,4614,2065,2501,15175
,,,,,,,,344,12886,4808,2149,2567,15814
,,,,,,,,345,12820,4850,2197,2585,15952
,,,,,,,,346,12623,4843,2174,2590,15620
,,,,,,,,347,12427,4777,2114,2569,14887
,,,,,,,,348,12119,4706,2049,2560,14557
,,,,,,,,349,11877,4622,2012,2538,14355
,,,,,,,,350,11539,4498,1974,2516,14081
,,,,,,,,351,11296,4377,1934,2542,13976
,,,,,,,,352,11316,4357,1931,2586,13902
,,,,,,,,353,11657,4478,1944,2727,14126
,,,,,,,,354,12520,4875,2028,2841,14905
,,,,,,,,355,13004,5130,2168,2854,15956
,,,,,,,,356,12901,5109,2197,2805,15874
,,,,,,,,357,12580,5010,2143,2677,15619
,,,,,,,,358,12167,4846,2074,2522,15081
,,,,,,,,359,11524,4574,1958,2402,14165
,,,,,,,,360,10951,4300,1824,2327,13185
,,,,,,,,361,10511,4130,1709,2272,12591
,,,,,,,,362,10358,4080,1642,2252,12120
,,,,,,,,363,10327,4080,1609,2290,11939
,,,,,,,,364,10424,4152,1602,2324,11854
,,,,,,,,365,10717,4295,1625,2447,12038
,,,,,,,,366,11302,4621,1705,2643,12679
,,,,,,,,367,12195,5137,1840,2878,13487
,,,,,,,,368,12620,5556,1940,2955,14333
,,,,,,,,369,12634,5546,1998,2951,14677
,,,,,,,,370,12653,5523,2061,2944,15180
,,,,,,,,371,12756,5547,2126,2939,15167
,,,,,,,,372,12645,5537,2134,2919,15247
,,,,,,,,373,12476,5459,2127,2906,15174
,,,,,,,,374,12299,5374,2121,2933,15040
,,,,,,,,375,12157,5391,2105,2997,14830
,,,,,,,,376,12116,5465,2091,3102,14801
,,,,,,,,377,12369,5658,2099,3254,14927
,,,,,,,,378,13093,6116,2157,3265,15482
,,,,,,,,379,13421,6290,2288,3134,16148
,,,,,,,,380,13097,6170,2288,3034,15851
,,,,,,,,381,12781,6046,2231,2949,15431
,,,,,,,,382,12275,5822,2152,2828,14804
,,,,,,,,383,11556,5453,2017,2678,13766
,,,,,,,,384,10942,5146,1853,2565,12798
,,,,,,,,385,10819,5006,1722,2493,11743
,,,,,,,,386,10753,4950,1648,2448,11323
,,,,,,,,387,10829,4921,1612,2444,11196
,,,,,,,,388,11062,4965,1608,2462,11250
,,,,,,,,389,11617,5115,1636,2593,11657
,,,,,,,,390,12645,5479,1750,2806,12789
,,,,,,,,391,14114,6132,1974,3046,14585
,,,,,,,,392,14908,6595,2128,3114,15740
,,,,,,,,393,14911,6479,2133,3083,15764
,,,,,,,,394,14948,6317,2135,3033,15969
,,,,,,,,395,14978,6223,2147,3037,15923
,,,,,,,,396,14773,6118,2140,3042,15942
,,,,,,,,397,14555,5970,2131,3006,15922
,,,,,,,,398,14423,5865,2124,2995,15821
,,,,,,,,399,14251,5702,2096,3020,15643
,,,,,,,,400,14257,5702,2091,3094,15567
,,,,,,,,401,14689,5856,2107,3215,15874
,,,,,,,,402,15653,6281,2171,3323,16760
,,,,,,,,403,16050,6554,2333,3314,17844
,,,,,,,,404,15863,6484,2360,3199,17793
,,,,,,,,405,15643,6383,2333,3118,17673
,,,,,,,,406,15103,6062,2279,3000,17077
,,,,,,,,407,14298,5669,2152,2806,16116
,,,,,,,,408,13675,5370,2018,2683,15287
,,,,,,,,409,13369,5217,1941,2605,14419
,,,,,,,,410,13319,5154,1900,2587,14204
,,,,,,,,411,13330,5135,1891,2577,14227
,,,,,,,,412,13536,5171,1913,2603,14363
,,,,,,,,413,14014,5285,1976,2707,14831
,,,,,,,,414,14920,5611,2141,2934,16068
,,,,,,,,415,16008,6217,2437,3179,18238
,,,,,,,,416,16545,6623,2586,3273,19083
,,,,,,,,417,16212,6452,2525,3212,18439
,,,,,,,,418,15867,6291,2425,3157,17930
,,,,,,,,419,15608,6207,2347,3094,17185
,,,,,,,,420,15241,6056,2266,3066,16826
,,,,,,,,421,14923,5846,2199,3033,16490
,,,,,,,,422,14595,5680,2147,3023,16146
,,,,,,,,423,14315,5545,2102,3085,15908
,,,,,,,,424,14339,5539,2079,3164,15956
,,,,,,,,425,14783,5777,2097,3260,16342
,,,,,,,,426,15648,6145,2167,3380,17028
,,,,,,,,427,15904,6332,2351,3332,18101
,,,,,,,,428,15625,6225,2383,3234,18019
,,,,,,,,429,15292,6133,2362,3132,17897
,,,,,,,,430,14634,5862,2300,3013,17270
,,,,,,,,431,13800,5496,2162,2800,16169
,,,,,,,,432,13016,5172,2009,2622,15150
,,,,,,,,433,12602,5028,1905,2577,14650
,,,,,,,,434,12394,4980,1849,2546,14352
,,,,,,,,435,12345,4975,1823,2560,14233
,,,,,,,,436,12455,5053,1820,2580,14232
,,,,,,,,437,12881,5209,1860,2667,14520
,,,,,,,,438,13740,5557,1984,2875,15596
,,,,,,,,439,14833,6245,2218,3130,17640
,,,,,,,,440,15549,6802,2339,3203,18178
,,,,,,,,441,15410,6738,2276,3157,17363
,,,,,,,,442,15253,6578,2204,3133,16825
,,,,,,,,443,15067,6472,2162,3119,16147
,,,,,,,,444,14733,6402,2117,3113,15720
,,,,,,,,445,14513,6261,2082,3083,15361
,,,,,,,,446,14321,6177,2068,3096,15085
,,,,,,,,447,14155,6082,2058,3090,14942
,,,,,,,,448,14190,6055,2055,3162,15019
,,,,,,,,449,14672,6245,2062,3256,15112
,,,,,,,,450,15628,6663,2103,3280,15817
,,,,,,,,451,16067,6888,2236,3283,16759
,,,,,,,,452,15903,6771,2249,3185,16683
,,,,,,,,453,15695,6653,2208,3088,16558
,,,,,,,,454,15126,6311,2137,2952,15952
,,,,,,,,455,14334,5902,2006,2825,14982
,,,,,,,,456,13695,5556,1856,2725,14089
,,,,,,,,457,13411,5340,1748,2633,13487
,,,,,,,,458,13300,5234,1686,2579,13184
,,,,,,,,459,13307,5196,1662,2569,13108
,,,,,,,,460,13436,5206,1666,2589,13099
,,,,,,,,461,13851,5303,1701,2688,13369
,,,,,,,,462,14706,5604,1816,2862,14298
,,,,,,,,463,15657,6192,2037,3095,15933
,,,,,,,,464,16270,6640,2168,3182,16630
,,,,,,,,465,16168,6530,2148,3207,16324
,,,,,,,,466,16031,6405,2125,3174,16278
,,,,,,,,467,15896,6327,2129,3127,16008
,,,,,,,,468,15625,6215,2114,3107,15856
,,,,,,,,469,15295,6096,2100,3070,15600
,,,,,,,,470,15098,6029,2091,3058,15434
,,,,,,,,471,14895,5941,2080,3029,15233
,,,,,,,,472,14907,5950,2072,3057,15163
,,,,,,,,473,15216,6148,2076,3193,15310
,,,,,,,,474,15826,6458,2094,3294,15691
,,,,,,,,475,15903,6633,2193,3244,16346
,,,,,,,,476,15557,6484,2181,3163,16084
,,,,,,,,477,15262,6371,2132,3074,15913
,,,,,,,,478,14821,6098,2078,2929,15458
,,,,,,,,479,14218,5789,1989,2776,14785
,,,,,,,,480,13683,5490,1877,2702,14039
,,,,,,,,481,13460,5299,1775,2625,13152
,,,,,,,,482,13239,5169,1709,2524,12824
,,,,,,,,483,13205,5117,1673,2496,12719
,,,,,,,,484,13237,5103,1666,2497,12646
,,,,,,,,485,13402,5124,1683,2548,12807
,,,,,,,,486,13768,5239,1741,2673,13382
,,,,,,,,487,14292,5446,1856,2821,14249
,,,,,,,,488,14727,5716,1972,2890,14952
,,,,,,,,489,15011,5866,2061,2978,15302
,,,,,,,,490,15232,6002,2111,2983,15689
,,,,,,,,491,15265,6023,2124,3000,15680
,,,,,,,,492,14973,5973,2099,2994,15684
,,,,,,,,493,14564,5870,2061,2987,15380
,,,,,,,,494,14190,5772,2008,2951,14931
,,,,,,,,495,13828,5697,1962,2955,14700
,,,,,,,,496,13752,5692,1938,3009,14587
,,,,,,,,497,13944,5792,1937,3113,14794
,,,,,,,,498,14636,6004,1990,3150,15349
,,,,,,,,499,14999,6141,2138,3131,16494
,,,,,,,,500,14900,6063,2175,3067,16374
,,,,,,,,501,14617,5920,2146,2954,16133
,,,,,,,,502,14215,5739,2096,2826,15608
,,,,,,,,503,13632,5488,2015,2662,14794
,,,,,,,,504,13030,5204,1907,2554,13959
,,,,,,,,505,12568,4958,1814,2494,13551
,,,,,,,,506,12322,4823,1750,2391,13105
,,,,,,,,507,12199,4733,1709,2387,12786
,,,,,,,,508,12125,4676,1690,2402,12621
,,,,,,,,509,12139,4660,1691,2400,12555
,,,,,,,,510,12276,4722,1718,2477,12778
,,,,,,,,511,12623,4863,1770,2552,13176
,,,,,,,,512,12806,5073,1833,2634,13831
,,,,,,,,513,12870,5184,1894,2710,14193
,,,,,,,,514,12914,5239,1953,2753,14500
,,,,,,,,515,12880,5212,1967,2772,14322
,,,,,,,,516,12665,5191,1960,2799,14384
,,,,,,,,517,12482,5181,1958,2801,14381
,,,,,,,,518,12249,5135,1949,2806,14193
,,,,,,,,519,12040,5082,1930,2822,14102
,,,,,,,,520,12043,5112,1927,2905,14003
,,,,,,,,521,12339,5282,1934,3016,14172
,,,,,,,,522,13021,5633,1981,3089,14783
,,,,,,,,523,13300,5848,2133,3072,15885
,,,,,,,,524,13179,5809,2187,2980,15862
,,,,,,,,525,12857,5687,2144,2858,15608
,,,,,,,,526,12414,5479,2084,2693,15032
,,,,,,,,527,11792,5151,1981,2550,14168
,,,,,,,,528,11248,4839,1834,2466,13237
,,,,,,,,529,10923,4627,1724,2379,12525
,,,,,,,,530,10858,4541,1663,2374,12195
,,,,,,,,531,10893,4524,1641,2374,12131
,,,,,,,,532,11089,4581,1650,2420,12239
,,,,,,,,533,11545,4728,1697,2526,12627
,,,,,,,,534,12462,5079,1834,2789,13695
,,,,,,,,535,13759,5703,2088,3030,15397
,,,,,,,,536,14344,6112,2256,3093,16333
,,,,,,,,537,14178,6020,2227,3071,16228
,,,,,,,,538,14102,5908,2187,3033,16208
,,,,,,,,539,14091,5886,2172,2994,15836
,,,,,,,,540,13863,5851,2139,2975,15703
,,,,,,,,541,13610,5780,2107,2985,15478
,,,,,,,,542,13398,5708,2083,2987,15269
,,,,,,,,543,13130,5633,2057,3039,15031
,,,,,,,,544,13036,5596,2043,3125,14978
,,,,,,,,545,13249,5681,2054,3257,15130
,,,,,,,,546,14003,5959,2111,3352,15700
,,,,,,,,547,14488,6218,2276,3281,16784
,,,,,,,,548,14286,6128,2306,3174,16779
,,,,,,,,549,14025,6034,2274,3036,16610
,,,,,,,,550,13499,5757,2209,2862,16101
,,,,,,,,551,12753,5397,2070,2675,15156
,,,,,,,,552,12143,5066,1914,2564,14231
